origin_geoid,GEOID,closest_pcs_id,closest_pcs_lat,closest_pcs_lon,closest_pcs_dist_km,closest_pcs_dist_mi,most_visited_pcs_id,most_visited_pcs_visit_pct,most_visited_pcs_lat,most_visited_pcs_lon,visit_pct_total,top_pois_at_most_visited_pcs
171118712093,171118712093,154807,42.1798635,-88.3334365,2.431,1.5105,,,,,,
171118713011,171118713011,46811,42.226647,-88.306745,2.5203,1.566,151760.0,0.0110718041877808,41.898114171,-87.622836086,0.1343053829237976,Chicago Place|Malls|0.000105; 830 North Michigan Avenue|Malls|0.000105; 730 750 N Michigan Avenue|Malls|0.000105
171118713012,171118713012,46811,42.226647,-88.306745,1.8212,1.1316,228298.0,0.0319254821686792,41.620976,-87.848336,0.0857856485567804,Orland Square (Simon mall)|Malls|0.000770; Doc Popcorn (Doc Popcorn)|Snack and Nonalcoholic Beverage Bars|0.000563; FYE (FYE)|All Other General Merchandise Stores|0.000545
171118713013,171118713013,46811,42.226647,-88.306745,1.4612,0.9079,213167.0,0.018620557577084,42.1780903,-88.3996337,0.1005718037810183,Benjamin S Bryner MD|Offices of Physicians (except Mental Health Specialists)|0.000285; Mohs Surgery & Dermatology Center|Offices of Physicians (except Mental Health Specialists)|0.000285; Joshua M Lennon MD|Offices of Physicians (except Mental Health Specialists)|0.000285
171118713014,171118713014,46811,42.226647,-88.306745,0.9066,0.5633,46811.0,0.0148554998525508,42.226647,-88.306745,0.119953963104951,Sam's Club (Sam's Club)|Warehouse Clubs and Supercenters|0.003514; Designer Eyewear Center|Offices of Optometrists|0.003502; Chili's Grill & Bar (Chili's Grill & Bar)|Full-Service Restaurants|0.002568
171118713041,171118713041,147799,42.223611509022,-88.268998861313,0.8183,0.5085,151760.0,0.0183857959214876,41.898114171,-87.622836086,0.1494295051889226,"John Hancock Center|Malls|0.000191; Drury Lane Theatre|Promoters of Performing Arts, Sports, and Similar Events with Facilities|0.000164; Lamonts Gift Shop|Gift, Novelty, and Souvenir Stores|0.000164"
171118713042,171118713042,147799,42.223611509022,-88.268998861313,2.2596,1.4041,169013.0,0.1076154715467901,41.882312,-87.630943,0.2501184790929969,Galmont Consulting|None|0.000219; Shkalix|None|0.000219; C 4 Analytics|None|0.000219
171118713051,171118713051,262104,42.2037199,-88.2299762,2.828,1.7572,169013.0,0.0227090500623762,41.882312,-87.630943,0.3040860920196837,Zayed Law Offices|Offices of Lawyers|0.000069; Silk Road|Full-Service Restaurants|0.000061; Picasso Statue|Historical Sites|0.000059
171118713052,171118713052,262104,42.2037199,-88.2299762,1.7712,1.1006,80236.0,0.0118346072310714,41.881597,-87.636514,0.1566019020946379,PricewaterhouseCoopers|Investment Advice|0.000088; Ark Capitol Management|Investment Advice|0.000088; Martin R Eden Lwyr|Offices of Physicians (except Mental Health Specialists)|0.000088
171118713053,171118713053,262104,42.2037199,-88.2299762,3.1852,1.9792,171741.0,0.0059272023293593,41.880437,-87.636733,0.0952660234285388,"Chicago Institute of Investment|Colleges, Universities, and Professional Schools|0.000036; Leathercare Shoe Repair|Footwear and Leather Goods Repair|0.000036; Tutor Me Education|Exam Preparation and Tutoring|0.000036"
